Age,Tenure_Years,Account_Balance_LKR,District,CRIB_Status,Recent_Loan_Rejected,Digital_Banking_User,Churn
24,1,15458.0,Puttalam,Clean,0,1,1
46,0,193194.0,Polonnaruwa,Clean,0,0,0
18,5,88191.0,Kegalle,Clean,0,0,0
50,1,1455929.0,Kandy,Clean,0,0,0
24,2,232146.0,Gampaha,Clean,0,0,0
28,1,81027.0,Hambantota,Clean,0,0,0
29,7,410386.0,Colombo,Clean,1,1,1
43,10,8381.0,Colombo,Clean,0,0,0
27,0,282467.0,Kandy,Clean,0,0,0
19,1,62271.0,Kandy,Clean,0,0,0
35,2,5205.0,Puttalam,Clean,0,1,0
41,4,263764.0,Puttalam,Clean,0,0,0
40,7,22199.0,Gampaha,Clean,0,1,0
37,0,36235.0,Kilinochchi,Clean,0,0,0
44,4,13453.0,Trincomalee,Clean,0,0,0
37,16,0.0,Colombo,Clean,0,1,0
24,3,130644.0,Gampaha,Clean,1,1,1
60,2,686064.0,Kalutara,Clean,0,1,0
39,10,13893.0,Kurunegala,Defaulted,1,0,1
40,12,694565.0,Batticaloa,Clean,0,0,0
45,4,72091.0,Matale,Clean,0,0,0
18,3,0.0,Ratnapura,Clean,0,0,1
18,0,100150.0,Kandy,Defaulted,1,1,0
23,1,32058.0,Ratnapura,Clean,0,0,1
31,0,0.0,Kandy,Clean,0,1,0
31,10,162902.0,Galle,Clean,0,0,0
18,0,146464.0,Colombo,Clean,0,1,1
44,4,356666.0,Galle,Defaulted,1,0,1
24,1,616823.0,Kandy,Clean,1,1,1
55,0,22114.0,Gampaha,Clean,1,1,1
22,12,30660.0,Hambantota,Clean,1,1,0
32,2,80283.0,Puttalam,Clean,0,0,0
50,3,63507.0,Ratnapura,Clean,0,0,1
48,0,20083.0,Matara,Clean,0,0,0
38,8,0.0,Colombo,Defaulted,1,0,1
18,0,60729.0,Kandy,Clean,0,1,1
40,2,157527.0,Kandy,Clean,0,1,0
18,9,60503.0,Kurunegala,Clean,1,1,1
37,8,29710.0,Kurunegala,Clean,0,1,0
65,0,4291.0,Ampara,Clean,0,1,1
43,4,0.0,Colombo,Clean,0,1,0
30,7,419231.0,Matara,Clean,0,0,0
30,0,29448.0,Kurunegala,Defaulted,0,1,1
36,2,559740.0,Matara,Clean,0,0,0
41,4,0.0,Kalutara,Clean,1,1,1
41,2,1037924.0,Colombo,Clean,0,1,0
56,6,31589.0,Mannar,Clean,0,1,0
57,8,60129.0,Anuradhapura,Clean,0,0,1
35,2,15868.0,Kalutara,Clean,0,1,0
57,0,0.0,Colombo,Clean,0,1,1
50,3,93208.0,Kurunegala,Clean,0,0,0
26,1,47137.0,Gampaha,Defaulted,1,1,1
60,11,12212.0,Moneragala,Clean,0,0,1
50,1,0.0,Kandy,Defaulted,1,1,1
18,6,38691.0,Ratnapura,Clean,1,0,1
30,6,57168.0,Galle,Clean,0,1,0
45,2,3472.0,Gampaha,Clean,0,1,0
45,0,46566.0,Kilinochchi,Clean,0,0,0
49,0,472624.0,Matara,Clean,0,1,0
39,4,5958.0,Kandy,Clean,0,0,1
22,15,18694.0,Badulla,Clean,1,0,0
45,2,192233.0,Badulla,Defaulted,1,0,1
18,13,15144.0,Jaffna,Clean,0,0,1
24,4,86205.0,Gampaha,Clean,1,1,1
28,0,0.0,Gampaha,Clean,0,0,0
31,16,234807.0,Vavuniya,Clean,0,1,0
38,5,59263.0,Colombo,Clean,0,1,0
43,0,0.0,Kilinochchi,Defaulted,1,0,1
32,4,65077.0,Colombo,Defaulted,0,1,1
43,5,47190.0,Kandy,Clean,0,1,0
37,11,0.0,Galle,Clean,0,1,0
54,5,40460.0,Polonnaruwa,Clean,0,1,0
37,1,10934.0,Matara,Clean,0,1,0
50,8,0.0,Colombo,Clean,0,1,1
18,0,14764.0,Kegalle,Clean,0,0,1
37,2,90927.0,Gampaha,Clean,0,0,0
54,7,48372.0,Colombo,Clean,0,1,0
33,5,432338.0,Colombo,Clean,0,1,1
45,7,0.0,Matara,Clean,1,1,0
30,5,81467.0,Kalutara,Clean,1,1,0
40,0,489312.0,Hambantota,Clean,1,0,0
18,2,44040.0,Gampaha,Clean,0,0,1
47,1,333251.0,Colombo,Defaulted,1,1,1
64,0,0.0,Matara,Clean,0,1,1
57,1,137973.0,Colombo,Clean,0,1,0
44,6,579065.0,Nuwara Eliya,Clean,1,0,0
47,0,311735.0,Kalutara,Defaulted,1,1,1
48,13,93201.0,Badulla,Clean,0,1,0
28,10,48879.0,Kandy,Clean,0,0,0
28,0,12718.0,Hambantota,Clean,0,1,0
43,5,580388.0,Matara,Defaulted,1,1,0
36,0,1498220.0,Colombo,Clean,1,0,0
50,1,0.0,Kurunegala,Defaulted,0,0,1
37,14,303126.0,Matale,Clean,0,0,0
19,9,27909.0,Puttalam,Clean,0,1,0
37,10,18324.0,Hambantota,Defaulted,1,0,1
50,0,10493.0,Matara,Clean,0,0,0
61,1,152639.0,Anuradhapura,Clean,0,0,0
46,0,876083.0,Colombo,Clean,0,0,0
53,0,24999.0,Batticaloa,Defaulted,1,1,1
43,0,57198.0,Kurunegala,Clean,0,1,0
46,2,52554.0,Ratnapura,Clean,0,1,0
26,0,85769.0,Gampaha,Defaulted,1,1,1
37,2,0.0,Gampaha,Clean,0,1,0
38,5,130059.0,Batticaloa,Clean,0,1,0
34,2,57155.0,Jaffna,Clean,0,1,0
39,6,56603.0,Trincomalee,Defaulted,0,0,1
30,1,0.0,Jaffna,Clean,0,1,0
57,1,257241.0,Matara,Clean,0,1,0
42,10,0.0,Matara,Defaulted,1,0,1
51,7,23969.0,Kandy,Defaulted,0,0,0
24,4,0.0,Galle,Clean,0,0,0
26,2,28651.0,Kandy,Defaulted,0,0,0
34,1,509090.0,Colombo,Clean,1,1,1
39,2,908560.0,Colombo,Clean,0,1,0
34,1,0.0,Ratnapura,Clean,0,0,1
22,6,0.0,Gampaha,Clean,0,1,0
51,4,71670.0,Gampaha,Clean,0,1,0
40,4,135914.0,Gampaha,Clean,0,1,0
30,4,170039.0,Colombo,Clean,0,1,0
47,6,17431.0,Vavuniya,Clean,0,1,0
54,0,42006.0,Anuradhapura,Clean,0,0,1
42,4,291741.0,Gampaha,Clean,1,0,0
35,1,525465.0,Badulla,Clean,0,1,0
29,10,45364.0,Batticaloa,Clean,0,0,0
36,3,0.0,Kalutara,Defaulted,1,1,1
46,4,0.0,Matale,Clean,0,1,0
54,2,184871.0,Puttalam,Clean,0,0,0
46,2,18687.0,Kegalle,Clean,0,1,1
36,8,0.0,Badulla,Clean,0,0,0
44,1,0.0,Moneragala,Clean,0,1,0
33,3,0.0,Gampaha,Clean,0,0,1
36,5,169284.0,Badulla,Clean,0,1,0
35,0,327077.0,Colombo,Clean,0,1,1
18,11,33372.0,Gampaha,Clean,0,1,0
33,0,181196.0,Ratnapura,Clean,0,1,0
55,2,71963.0,Kurunegala,Defaulted,1,1,1
41,2,0.0,Kurunegala,Clean,0,0,1
48,14,0.0,Kandy,Clean,0,0,0
18,6,9795.0,Jaffna,Clean,0,0,1
56,0,0.0,Trincomalee,Defaulted,1,0,1
57,0,0.0,Nuwara Eliya,Defaulted,1,0,1
43,7,6980.0,Gampaha,Clean,0,0,0
43,0,12008.0,Kurunegala,Clean,0,1,0
60,0,63273.0,Batticaloa,Clean,0,0,1
45,10,0.0,Anuradhapura,Clean,0,0,0
30,8,105330.0,Kalutara,Clean,0,1,1
46,8,16053.0,Jaffna,Defaulted,1,0,1
59,4,0.0,Trincomalee,Clean,0,0,0
58,3,50589.0,Galle,Clean,0,0,1
54,1,0.0,Colombo,Clean,0,1,0
55,0,248001.0,Gampaha,Clean,1,1,1
29,8,499273.0,Gampaha,Clean,0,1,0
50,3,0.0,Gampaha,Clean,0,0,1
54,1,149897.0,Gampaha,Clean,0,1,0
22,1,415698.0,Batticaloa,Clean,0,1,1
27,6,253624.0,Ratnapura,Clean,0,0,0
37,7,103626.0,Jaffna,Clean,0,1,0
23,0,46051.0,Colombo,Clean,0,1,0
32,1,8145.0,Kandy,Clean,0,1,0
42,7,0.0,Ratnapura,Clean,0,1,1
29,1,0.0,Matara,Defaulted,1,1,1
19,8,79907.0,Jaffna,Clean,0,0,0
43,2,250560.0,Galle,Clean,1,1,0
33,0,0.0,Ratnapura,Clean,1,0,1
45,4,642002.0,Kalutara,Defaulted,1,0,1
29,1,0.0,Colombo,Clean,0,1,0
18,2,13367.0,Gampaha,Clean,0,0,1
18,5,57083.0,Galle,Clean,0,0,1
48,9,2010189.0,Galle,Clean,0,0,0
40,1,0.0,Jaffna,Clean,0,1,1
40,1,65226.0,Gampaha,Clean,0,1,0
46,0,175626.0,Colombo,Clean,0,0,0
26,4,43687.0,Colombo,Clean,0,1,0
41,2,795788.0,Colombo,Clean,1,1,1
37,7,280483.0,Trincomalee,Defaulted,1,1,1
29,4,97286.0,Kandy,Clean,0,0,1
30,3,25418.0,Kandy,Defaulted,1,0,1
18,0,1864746.0,Colombo,Clean,0,1,0
42,5,44199.0,Gampaha,Clean,0,0,0
18,5,0.0,Gampaha,Clean,1,0,1
44,6,406166.0,Kandy,Clean,0,0,1
43,7,134596.0,Kilinochchi,Clean,0,0,0
52,0,0.0,Gampaha,Defaulted,0,0,1
35,3,131849.0,Kurunegala,Clean,0,0,1
57,3,26603.0,Ratnapura,Clean,0,1,0
42,3,526281.0,Gampaha,Clean,0,0,0
40,3,108064.0,Galle,Clean,0,0,1
45,3,83735.0,Gampaha,Clean,0,0,0
34,3,67358.0,Kandy,Clean,0,0,0
44,3,52331.0,Anuradhapura,Defaulted,0,1,0
38,6,48652.0,Colombo,Clean,1,1,0
60,0,0.0,Gampaha,Clean,0,1,0
45,5,0.0,Colombo,Clean,0,1,0
45,1,37913.0,Ampara,Clean,0,0,0
41,7,43110.0,Colombo,Clean,0,1,0
60,1,0.0,Batticaloa,Clean,1,0,1
27,3,414235.0,Galle,Clean,1,0,1
19,1,0.0,Nuwara Eliya,Clean,0,0,1
38,0,9180.0,Colombo,Clean,0,1,0
37,8,54250.0,Polonnaruwa,Clean,0,1,1
43,9,198918.0,Matale,Clean,0,0,1
45,2,51837.0,Kandy,Clean,0,1,0
38,2,102910.0,Kalutara,Clean,0,0,0
27,4,9480.0,Trincomalee,Clean,0,0,0
28,6,71167.0,Colombo,Clean,0,1,0
39,4,0.0,Gampaha,Clean,0,0,1
38,10,42215.0,Hambantota,Defaulted,0,0,1
45,1,65814.0,Kurunegala,Clean,0,1,0
47,16,0.0,Colombo,Clean,0,0,1
35,3,26529.0,Ratnapura,Clean,0,1,0
26,7,344332.0,Kilinochchi,Clean,0,1,1
36,15,347839.0,Kalutara,Clean,0,0,0
45,2,72223.0,Kandy,Clean,1,1,1
34,6,0.0,Ratnapura,Clean,0,1,0
49,3,181165.0,Kandy,Clean,0,1,0
27,0,143324.0,Trincomalee,Clean,0,1,0
33,0,0.0,Gampaha,Clean,0,1,0
37,1,123919.0,Jaffna,Defaulted,0,0,1
39,3,21681.0,Batticaloa,Clean,0,0,1
35,5,0.0,Nuwara Eliya,Clean,1,0,1
33,1,106506.0,Nuwara Eliya,Clean,1,0,1
41,7,903824.0,Matara,Clean,0,0,0
45,17,648966.0,Kurunegala,Clean,0,0,0
42,15,57962.0,Moneragala,Clean,0,0,0
47,0,211623.0,Nuwara Eliya,Clean,0,0,0
33,0,377650.0,Kandy,Clean,0,0,0
43,3,0.0,Gampaha,Clean,0,1,0
49,3,1077.0,Galle,Clean,0,1,0
41,2,0.0,Batticaloa,Defaulted,0,0,0
29,0,42035.0,Colombo,Clean,0,0,0
33,14,0.0,Puttalam,Clean,0,0,0
45,4,53126.0,Matara,Clean,0,1,0
44,3,13295.0,Moneragala,Clean,0,0,1
38,2,22988.0,Jaffna,Clean,0,0,0
54,6,1537278.0,Matara,Clean,0,1,0
48,5,154011.0,Gampaha,Clean,0,1,0
50,7,11177.0,Kilinochchi,Defaulted,1,0,1
23,4,0.0,Gampaha,Clean,1,0,0
38,0,212459.0,Vavuniya,Clean,0,0,1
28,1,19289.0,Matara,Clean,0,0,1
33,2,260155.0,Matale,Defaulted,1,1,1
34,7,37843.0,Gampaha,Clean,0,0,0
60,6,0.0,Matara,Clean,0,1,0
26,7,620776.0,Colombo,Defaulted,1,1,0
33,2,283274.0,Kandy,Clean,0,0,0
51,5,194313.0,Colombo,Clean,0,0,0
58,5,0.0,Ratnapura,Defaulted,1,1,1
44,7,1420286.0,Colombo,Clean,0,1,0
53,0,41764.0,Ampara,Clean,0,0,1
34,2,11464.0,Moneragala,Clean,1,0,1
55,7,90825.0,Badulla,Defaulted,0,0,0
31,2,33324.0,Badulla,Clean,0,0,0
34,0,619743.0,Colombo,Clean,0,1,0
22,6,284168.0,Badulla,Clean,0,0,0
41,0,1476239.0,Kurunegala,Clean,0,1,0
47,0,0.0,Kalutara,Clean,0,0,1
27,2,126730.0,Gampaha,Clean,0,0,0
36,0,100655.0,Gampaha,Clean,0,0,0
42,2,220950.0,Puttalam,Clean,0,0,0
36,1,1163.0,Colombo,Clean,0,0,0
21,4,2178413.0,Gampaha,Clean,0,1,0
44,2,87051.0,Colombo,Clean,0,1,1
21,3,18565.0,Mannar,Clean,0,1,1
35,0,33763.0,Kandy,Clean,0,0,1
65,6,172722.0,Matale,Clean,0,0,1
51,1,0.0,Kalutara,Clean,0,1,0
21,1,22706.0,Gampaha,Clean,0,1,0
36,5,2531337.0,Kandy,Clean,0,1,0
43,4,47180.0,Anuradhapura,Clean,0,1,0
29,1,280060.0,Kandy,Clean,0,0,0
18,5,25177.0,Puttalam,Clean,0,0,0
39,13,327650.0,Matara,Defaulted,1,0,1
39,3,17380.0,Ratnapura,Clean,1,0,0
36,3,0.0,Colombo,Clean,0,1,0
23,0,0.0,Galle,Clean,0,1,0
46,0,643332.0,Batticaloa,Clean,1,1,0
19,0,58997.0,Jaffna,Clean,0,0,1
52,3,186281.0,Trincomalee,Clean,0,0,1
42,22,39538.0,Kalutara,Clean,1,0,1
37,0,179901.0,Puttalam,Clean,0,0,0
36,6,4464.0,Gampaha,Clean,0,1,0
18,1,60216.0,Moneragala,Clean,0,1,0
34,5,452460.0,Matara,Defaulted,1,0,1
49,6,0.0,Kegalle,Clean,0,1,0
34,4,13699.0,Matara,Clean,0,1,0
55,1,0.0,Gampaha,Defaulted,1,1,1
54,8,17708.0,Gampaha,Clean,0,1,1
30,5,13409.0,Badulla,Clean,1,0,0
18,11,13201.0,Gampaha,Clean,0,0,1
37,10,123739.0,Colombo,Clean,0,1,0
43,0,24059.0,Nuwara Eliya,Clean,0,0,0
43,2,731423.0,Gampaha,Clean,0,0,0
30,14,170355.0,Batticaloa,Clean,0,1,0
53,2,73298.0,Galle,Clean,0,0,0
43,4,81849.0,Colombo,Clean,0,1,0
29,9,332963.0,Kurunegala,Clean,0,1,0
26,4,14260.0,Nuwara Eliya,Clean,0,0,1
43,11,385936.0,Colombo,Clean,0,0,0
51,7,306036.0,Gampaha,Clean,0,1,0
41,9,153006.0,Colombo,Clean,0,1,0
30,9,0.0,Colombo,Clean,0,0,0
40,9,20393.0,Nuwara Eliya,Clean,1,1,0
34,0,1918.0,Ampara,Defaulted,1,1,1
31,3,54023.0,Anuradhapura,Clean,1,0,1
57,0,0.0,Colombo,Defaulted,1,1,1
50,2,1356156.0,Colombo,Clean,0,1,0
48,2,75993.0,Anuradhapura,Clean,0,0,0
38,0,0.0,Mannar,Clean,0,0,1
45,8,0.0,Gampaha,Clean,0,1,1
40,5,0.0,Matale,Clean,0,0,0
32,4,914267.0,Gampaha,Clean,0,1,0
48,6,0.0,Kurunegala,Clean,1,1,1
33,0,564465.0,Hambantota,Clean,1,1,0
57,22,160721.0,Colombo,Clean,0,1,0
29,1,92575.0,Kurunegala,Clean,1,0,1
44,3,294860.0,Anuradhapura,Clean,0,0,1
40,1,0.0,Kandy,Clean,0,1,1
21,7,1951387.0,Nuwara Eliya,Clean,0,0,0
50,25,73392.0,Matara,Defaulted,1,0,1
34,3,760973.0,Galle,Clean,0,0,0
60,6,173770.0,Gampaha,Clean,0,1,0
19,1,48656.0,Anuradhapura,Defaulted,0,1,0
44,0,0.0,Galle,Clean,0,0,0
43,1,421831.0,Batticaloa,Clean,0,0,1
37,9,0.0,Galle,Defaulted,0,0,0
51,2,124994.0,Ampara,Clean,0,1,0
36,0,0.0,Kalutara,Defaulted,0,0,1
28,1,0.0,Colombo,Clean,0,1,0
39,2,10202.0,Matara,Defaulted,0,1,1
48,9,70217.0,Matara,Clean,0,0,0
22,2,489166.0,Galle,Clean,1,1,1
49,1,424514.0,Ampara,Clean,1,0,0
40,2,86082.0,Colombo,Clean,0,1,0
33,1,989861.0,Polonnaruwa,Clean,0,0,0
47,6,66791.0,Gampaha,Defaulted,1,1,1
39,1,27136.0,Jaffna,Clean,0,0,0
37,1,5052.0,Kegalle,Clean,0,0,0
40,5,398322.0,Gampaha,Defaulted,1,1,1
38,0,0.0,Galle,Clean,0,1,0
26,11,40757.0,Badulla,Defaulted,0,0,1
67,2,282561.0,Colombo,Clean,1,0,1
18,12,323507.0,Kurunegala,Clean,0,0,0
18,1,8152.0,Nuwara Eliya,Defaulted,1,0,1
62,0,12743.0,Gampaha,Clean,1,1,0
22,12,376788.0,Vavuniya,Clean,0,0,0
38,5,2790412.0,Gampaha,Defaulted,0,1,0
32,0,0.0,Matara,Clean,0,0,1
47,2,0.0,Puttalam,Clean,1,0,0
62,4,0.0,Kurunegala,Clean,0,0,0
35,4,100482.0,Kandy,Defaulted,0,1,0
31,6,56010.0,Ratnapura,Defaulted,0,0,1
61,16,118290.0,Colombo,Clean,1,1,0
42,0,38776.0,Colombo,Clean,0,1,0
26,1,0.0,Hambantota,Clean,0,1,1
31,5,120810.0,Colombo,Clean,0,1,0
43,2,42831.0,Ampara,Clean,0,1,0
41,8,60790.0,Colombo,Defaulted,1,1,1
28,6,478190.0,Gampaha,Clean,0,0,1
55,2,42732.0,Moneragala,Clean,1,0,1
18,4,0.0,Kalutara,Clean,0,1,0
25,11,22174.0,Moneragala,Clean,0,1,0
18,4,171629.0,Colombo,Clean,0,1,0
67,7,36527.0,Colombo,Defaulted,0,1,0
40,1,61822.0,Colombo,Clean,0,1,0
23,4,105696.0,Hambantota,Clean,0,0,0
32,3,19418.0,Ratnapura,Clean,1,0,1
38,5,88035.0,Kurunegala,Clean,0,1,0
42,4,9065.0,Kandy,Defaulted,1,0,0
49,0,46597.0,Batticaloa,Clean,0,0,1
47,1,2866926.0,Kandy,Defaulted,1,1,0
34,1,262130.0,Kalutara,Clean,0,0,1
31,7,79615.0,Gampaha,Clean,0,1,0
18,5,0.0,Ampara,Clean,0,0,0
51,2,0.0,Trincomalee,Clean,0,0,0
32,1,146261.0,Galle,Defaulted,1,1,1
27,11,256629.0,Galle,Defaulted,1,0,0
29,3,469031.0,Kurunegala,Clean,0,1,1
23,0,14906.0,Nuwara Eliya,Clean,0,0,1
19,0,19289.0,Gampaha,Clean,0,1,0
44,0,0.0,Kurunegala,Clean,0,0,1
39,4,73325.0,Gampaha,Clean,0,1,0
57,4,64438.0,Gampaha,Clean,0,1,0
61,2,80299.0,Colombo,Defaulted,1,0,0
32,9,0.0,Batticaloa,Clean,0,0,1
46,4,14222.0,Matara,Clean,0,0,0
50,10,140395.0,Matara,Clean,0,0,0
52,25,43543.0,Kegalle,Clean,0,1,0
22,8,0.0,Kalutara,Clean,0,0,1
48,4,0.0,Colombo,Clean,1,1,1
18,13,23964.0,Kurunegala,Defaulted,1,0,1
18,1,55448.0,Kalutara,Clean,0,1,0
40,4,663515.0,Matale,Clean,0,1,0
37,1,5393.0,Kandy,Clean,0,1,0
18,1,57142.0,Gampaha,Clean,1,0,1
18,11,8383.0,Jaffna,Clean,0,1,0
30,2,0.0,Kandy,Clean,0,1,0
24,7,141862.0,Kegalle,Clean,0,1,0
31,0,0.0,Puttalam,Clean,0,1,1
46,14,71335.0,Kilinochchi,Defaulted,1,0,0
21,5,896961.0,Colombo,Clean,0,1,0
45,8,0.0,Colombo,Clean,0,1,0
37,6,0.0,Kurunegala,Clean,0,0,1
44,3,35190.0,Batticaloa,Clean,0,1,0
26,1,19176.0,Kurunegala,Clean,0,1,0
43,13,112755.0,Gampaha,Clean,0,0,0
27,15,553020.0,Colombo,Clean,0,0,0
39,4,0.0,Puttalam,Clean,0,0,1
47,4,102203.0,Gampaha,Clean,1,1,1
18,1,210613.0,Galle,Clean,1,1,0
47,0,0.0,Batticaloa,Clean,0,0,1
42,5,215073.0,Colombo,Clean,0,1,0
54,2,0.0,Badulla,Clean,0,0,0
41,0,144683.0,Ratnapura,Clean,0,1,0
55,5,32963.0,Kalutara,Clean,0,1,0
53,0,157921.0,Gampaha,Defaulted,1,1,1
36,4,21881.0,Anuradhapura,Clean,0,0,0
49,0,396423.0,Matale,Clean,0,0,0
35,5,0.0,Kurunegala,Clean,0,1,0
36,2,254876.0,Matara,Defaulted,1,0,1
25,1,40698.0,Gampaha,Clean,0,1,0
24,2,134669.0,Anuradhapura,Clean,0,1,1
43,5,361782.0,Kalutara,Defaulted,0,1,1
38,6,345278.0,Kurunegala,Clean,0,1,0
53,4,0.0,Nuwara Eliya,Clean,0,1,0
25,3,0.0,Jaffna,Defaulted,1,0,0
47,2,472389.0,Kurunegala,Clean,0,0,0
56,1,9380.0,Gampaha,Clean,0,0,0
27,0,7990.0,Polonnaruwa,Defaulted,0,1,1
28,11,180671.0,Colombo,Clean,0,1,0
38,6,139938.0,Kandy,Clean,0,1,1
33,2,18314.0,Hambantota,Clean,0,0,0
20,3,97956.0,Colombo,Clean,0,1,0
63,10,127712.0,Badulla,Clean,0,0,0
24,7,24617.0,Badulla,Clean,1,0,1
38,2,0.0,Gampaha,Clean,0,0,1
44,3,0.0,Gampaha,Clean,1,1,0
65,0,32016.0,Gampaha,Clean,0,1,0
52,9,90201.0,Batticaloa,Clean,0,1,0
18,11,70117.0,Gampaha,Clean,0,1,0
20,6,179352.0,Colombo,Clean,0,1,0
27,5,312317.0,Moneragala,Clean,1,0,1
50,5,0.0,Trincomalee,Clean,0,0,0
41,5,11935.0,Kalutara,Clean,0,0,0
24,4,306485.0,Galle,Clean,0,1,1
44,3,146090.0,Puttalam,Clean,1,1,1
34,0,141918.0,Gampaha,Clean,0,1,0
47,1,2627.0,Kegalle,Clean,1,0,0
47,5,32412.0,Colombo,Clean,0,1,0
31,0,15614.0,Galle,Clean,0,0,0
43,7,185502.0,Kalutara,Clean,0,0,0
23,0,11306.0,Jaffna,Clean,0,0,1
28,4,248597.0,Trincomalee,Clean,1,1,0
42,4,0.0,Puttalam,Clean,0,1,1
45,1,64170.0,Colombo,Clean,0,1,0
47,0,6908.0,Matale,Clean,0,0,0
53,3,15053.0,Kurunegala,Clean,0,1,0
38,8,398923.0,Colombo,Clean,0,0,0
66,3,0.0,Puttalam,Clean,1,1,1
41,3,0.0,Puttalam,Clean,0,0,1
33,1,43738.0,Colombo,Clean,0,1,0
31,2,387118.0,Gampaha,Clean,0,1,1
48,2,20593.0,Gampaha,Defaulted,1,1,1
67,6,51034.0,Puttalam,Clean,0,1,0
32,0,1254338.0,Colombo,Clean,0,1,0
37,7,26174.0,Colombo,Clean,1,1,0
38,2,564130.0,Kurunegala,Defaulted,0,0,1
26,3,124081.0,Kalutara,Clean,0,1,0
43,11,0.0,Kalutara,Clean,0,1,0
57,1,44405.0,Colombo,Clean,1,1,0
48,3,0.0,Colombo,Clean,0,1,1
30,4,3362.0,Matale,Clean,0,1,0
36,3,70233.0,Colombo,Defaulted,0,1,0
29,3,1723951.0,Colombo,Clean,0,1,0
34,7,0.0,Kandy,Clean,0,1,0
42,8,14691.0,Gampaha,Clean,0,1,1
42,1,72206.0,Ampara,Clean,0,1,0
38,0,696881.0,Colombo,Defaulted,0,1,0
52,1,20842.0,Ratnapura,Clean,0,1,0
48,5,37752.0,Kegalle,Clean,0,0,1
35,6,109269.0,Gampaha,Clean,0,1,0
47,7,620448.0,Gampaha,Clean,0,1,0
21,7,294085.0,Kurunegala,Clean,0,1,0
52,10,0.0,Anuradhapura,Clean,1,0,0
23,6,0.0,Kegalle,Clean,0,1,0
41,1,3516.0,Trincomalee,Clean,0,0,1
49,2,54364.0,Matara,Clean,0,1,0
34,1,27603.0,Kalutara,Clean,0,1,0
35,12,41336.0,Polonnaruwa,Clean,0,0,0
34,5,340200.0,Kandy,Clean,0,1,0
27,2,0.0,Colombo,Clean,0,1,1
26,5,38214.0,Matale,Clean,0,0,0
49,0,437887.0,Ratnapura,Clean,1,0,1
27,15,31296.0,Gampaha,Clean,0,1,0
40,3,7738.0,Anuradhapura,Clean,1,0,1
50,0,83264.0,Badulla,Clean,0,1,0
40,0,60059.0,Colombo,Clean,1,1,0
42,9,308614.0,Gampaha,Clean,0,1,0
22,5,22345.0,Anuradhapura,Defaulted,1,0,1
43,1,815016.0,Kalutara,Clean,0,0,0
25,4,0.0,Colombo,Clean,1,1,1
37,5,385640.0,Kandy,Clean,0,0,0
40,0,139722.0,Nuwara Eliya,Clean,0,1,0
25,4,75369.0,Matara,Clean,0,0,1
25,0,0.0,Colombo,Clean,0,1,1
47,0,1419989.0,Gampaha,Clean,0,1,0
36,2,355636.0,Colombo,Clean,0,0,0
48,4,0.0,Nuwara Eliya,Clean,0,0,0
18,0,149301.0,Kurunegala,Clean,0,1,0
44,16,31677.0,Matara,Clean,0,1,0
23,5,1030579.0,Batticaloa,Clean,0,0,1
57,1,11218.0,Batticaloa,Clean,0,0,0
49,0,1190792.0,Kurunegala,Clean,0,0,0
38,0,80898.0,Galle,Clean,0,0,0
40,0,484688.0,Colombo,Clean,0,1,0
35,4,66887.0,Galle,Clean,0,1,0
24,4,28102.0,Ampara,Clean,0,0,0
50,0,9121.0,Badulla,Clean,0,0,0
48,3,0.0,Trincomalee,Defaulted,0,1,0
38,2,274576.0,Gampaha,Clean,0,1,0
51,3,42718.0,Galle,Clean,0,0,0
20,0,0.0,Kandy,Clean,0,0,0
33,5,3724.0,Kurunegala,Clean,0,0,1
18,2,156217.0,Kurunegala,Defaulted,1,1,1
35,14,394731.0,Colombo,Clean,0,1,0
29,0,1033987.0,Gampaha,Clean,0,1,0
35,3,8024.0,Colombo,Clean,1,1,0
30,6,80165.0,Colombo,Clean,0,0,0
46,0,24209.0,Ratnapura,Clean,0,0,0
31,6,997721.0,Jaffna,Defaulted,0,0,1
24,0,102160.0,Moneragala,Clean,0,1,1
45,1,778374.0,Colombo,Defaulted,0,0,1
18,14,59635.0,Gampaha,Defaulted,1,1,1
25,8,827409.0,Gampaha,Defaulted,1,1,1
31,4,69732.0,Moneragala,Clean,1,0,1
34,2,135291.0,Colombo,Clean,0,1,0
29,1,430169.0,Galle,Clean,0,0,0
55,12,0.0,Kandy,Clean,0,1,0
47,0,0.0,Kandy,Clean,1,0,1
60,5,102320.0,Colombo,Defaulted,0,0,0
18,7,83827.0,Kegalle,Clean,0,0,0
32,8,3076674.0,Hambantota,Defaulted,0,1,1
47,1,27804.0,Anuradhapura,Defaulted,1,0,1
24,4,0.0,Matara,Clean,1,1,0
56,20,9605.0,Anuradhapura,Clean,0,1,0
40,2,175985.0,Kandy,Defaulted,0,1,0
18,0,1475442.0,Colombo,Clean,0,0,0
24,10,0.0,Kalutara,Clean,0,0,0
45,0,0.0,Gampaha,Clean,0,0,0
60,1,0.0,Kalutara,Clean,0,0,1
39,4,73971.0,Colombo,Clean,1,1,1
39,0,1038322.0,Kalutara,Clean,0,1,0
46,4,0.0,Gampaha,Clean,0,0,0
29,1,96417.0,Colombo,Clean,0,1,1
26,17,93614.0,Kurunegala,Clean,1,1,0
18,4,114799.0,Hambantota,Clean,0,0,0
29,7,75500.0,Colombo,Clean,0,1,0
37,4,15247.0,Kandy,Clean,0,0,0
